channel_id,channel_title,channel_description,channel_country,channel_thumbnail,channel_subscriberCount,channel_videoCount,video_id,video_title,video_description,publishedAt,tags,categoryId,defaultLanguage,defaultAudioLanguage,thumbnail_url,duration,viewCount,likeCount,commentCount,privacyStatus,is_transcript_available,transcript,duration_seconds
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,thK-JyLSij4,dream unlocked im publishing my first book,"It's called ""Master Machine Learning with scikit-learn: A Practical Guide to Building Better Models with Python""

Download the first 3 chapters right now:
👉👉 https://dataschool.kit.com/mlbook 👈👈

This is a dream come true, so I'd love your support! 💫 Please enter your email at the link above, and share with a friend!

Thank you again 🙏",2025-09-11T18:13:50Z,,27,en,en,https://i.ytimg.com/vi/thK-JyLSij4/default.jpg,PT14S,3449,63,7,public,False,transcriptsdisabled,14.0
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,5xAgKRFvFg0,top ai news chatgpt undeletes your chats copilot security flaw veo 3 tv ad,"This week in AI: Veo 3 makes a TV ad, ChatGPT saves your deleted chats, Midjourney gets sued, Google talks AGI, and Copilot patches a huge security flaw.

Sources:
Kalshi ad: https://www.youtube.com/watch?v=-QMftwmyW-A
Kalshi ad creator's post: https://x.com/PJaccetturo/status/1932893260399456513
OpenAI's response to court order: https://openai.com/index/response-to-nyt-data-demands/
Sam Altman's post: https://x.com/sama/status/1930785056194539779
Wired story on Disney lawsuit: https://www.wired.com/story/disney-universal-sue-midjourney/
Disney lawsuit PDF: https://www.documentcloud.org/documents/25971036-disney-v-midjourney/
Sundar Pichai interview: https://www.youtube.com/watch?v=9V6tWC4CdFQ
Aim's post on Copilot security: https://www.aim.security/lp/aim-labs-echoleak-blogpost

0:00 AI-generated TV ad airs during NBA finals
0:33 Court orders OpenAI to retain user chats
1:07 Disney & Universal sue Midjourney
1:38 Google CEO: AGI by 2030?
2:06 Security vulnerability in Microsoft 365 Copilot",2025-06-13T16:17:11Z,,28,en,en,https://i.ytimg.com/vi/5xAgKRFvFg0/default.jpg,PT2M39S,1964,44,8,public,True,im kevin with data school and this is your top ai news for the week prediction market kalshi just aired this aigenerated ad on network tv during the nba finals it was created in just two days by one person using googles new veo 3 video model plus scripting help from googles gemini chatbot expect to see many more aigenerated ads this year as video quality continues to improve the new york times has an ongoing lawsuit against openai for violating its copyright and the court recently ordered openai to retain almost all user conversations with chatgpt even deleted chats openai is appealing the ruling and its ceo sam altman commented that talking to an ai should be like talking to a lawyer or a doctor i anticipate that the privacy of your ai conversations will be a huge issue in the coming years speaking of lawsuits media giants disney and universal are suing midjourney the wildly popular ai image generator for copyright infringement although some ai companies have avoided these lawsuits by signing licensing deals with content providers its hard to imagine disney licensing their ip to an ai company this is a case to watch due to the legal precedents it could create googles ceo sundar pichai was on lex fridmans wildly popular podcast and lex asked him whether we would have agi or artificial general intelligence by 2030 he replied that we probably wont get there by 2030 but regardless there will have been such mindblowing progress by that time that the precise agi timeline doesnt really matter finally this week security researchers reported a vulnerability in microsoft 365 copilot that would allow an attacker to steal sensitive information from a user simply by sending the user an email i expect similar attacks to become commonplace as ai agents increase in popularity and people get used to giving those agents access to their private data thats it for this week and ill see you next friday,159.0
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,JF8WjK70AEQ,what is retrieval augmented generation rag,"This is a lesson from my new course, Build AI agents with Python: https://courses.dataschool.io/build-ai-agents-with-python
0:00 RAG definition
0:14 Problem that RAG solves
0:49 RAG part 1: Indexing
1:43 RAG part 2: Retrieval and generation
2:38 How RAG prevents hallucinations

Further reading: https://python.langchain.com/docs/tutorials/rag/

Thumbnail image credit: LangChain",2025-05-21T14:08:54Z,"langchain,langgraph",27,en,en,https://i.ytimg.com/vi/JF8WjK70AEQ/default.jpg,PT2M59S,1181,41,1,public,True,retrieval augmented generation or rag is a method of providing an llm with data that it was not already trained on in order to improve its results the main problem that rag is trying to solve is that sometimes you want a model to have access to more data than it was trained on for example you might want the model youre using to know about a private data source or data that occurred after its training cutoff date well go through rag in detail during this chapter but for now ill just give you a brief overview of how rag works there are two main parts of the rag process and heres a diagram of the first part which is called indexing this is when the external data sources are ingested and stored specifically we load the data from various sources split large documents into small chunks embed the chunks which basically means representing each chunk as a fixed length array of numbers and store these numerical embeddings in a vector store this entire indexing process happens offline meaning before you use the chatbot the second part of the rag process is retrieval and generation which happens at runtime meaning when youre using the chatbot specifically the user inputs a question embeddings that are relevant to the question are retrieved from the vector store those embeddings are actually added to the prompt that is passed to the model and the model generates the answer like usual notice that the external data you provide is not used to retrain or modify the llm in any way instead the relevant parts of the external data are added to the prompt and used as additional context by the model finally i should mention that rag also helps models not to hallucinate since it enables the model to leverage specific trustworthy information that you have fed it rather than only relying on its training data which contains a mixture of fact and fiction,179.0
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,TDlGKocbHoc,jupyter ipython terminology explained,"Are you trying to understand the differences between Jupyter Notebook, JupyterLab, IPython, Colab, and other related terms? You're in the right place!

This video is also available as a blog post: https://www.dataschool.io/jupyter-and-ipython-terminology/

Links from the video:
IPython: https://ipython.readthedocs.io/en/stable/
Jupyter Notebook: https://jupyter-notebook.readthedocs.io/en/latest/
JupyterLab: https://jupyterlab.readthedocs.io/en/latest/
Jupyter kernels: https://github.com/jupyter/jupyter/wiki/Jupyter-kernels
JupyterLab Desktop: https://github.com/jupyterlab/jupyterlab-desktop
JupyterLite: https://github.com/jupyterlite/jupyterlite
Google Colab: https://colab.research.google.com/
Kaggle Code: https://www.kaggle.com/code
Deepnote: https://deepnote.com/",2025-02-12T18:13:18Z,,27,en,en,https://i.ytimg.com/vi/TDlGKocbHoc/default.jpg,PT4M59S,2011,104,9,public,True,are you trying to understand the differences between jupiter notebook jupiter lab ipython collab and other related terms youre in the right place ill explain by walking through a brief history of the ipython and jupiter projects ipython was first released in 2006 as an interactive version of the python shell whereas the python shell uses the socalled chevron prompt you can recognize ipython from its use of in and out notation to indicate input output and line numbers ipython includes many features not present in the default python shell such as object introspection magic commands system shell access and more in 2011 the ipython notebook was released it was known as a computational notebook because it allowed you to weave together code plots and narrative text into a single document it was called the ipython notebook and not the python notebook because it used ipython as the kernel which is the language specific process that runs the code in a notebook in 2015 the ipython notebook introduced support for programming languages other than python also in 2015 ipython split into two projects ipython for python specific components and jupiter for language agnostic components as part of that split the ipython notebook was renamed the jupiter notebook the name jupiter was inspired by the open languages of science julia python and r to be clear jupiter notebook was the name of both the coding environment and the files created by that environment in other words you would open the jupiter notebook to create a jupiter notebook jupiter notebook files used the extension iy andb which was the extension and file format originally created for ipython notebooks at this point the jupiter notebook was a lightweight coding environment with far less features than a traditional ide or integrated development environment in 2018 jupiter lab was released as a more fullfeatured alternative to the jupiter notebook notebooks created within jupiter lab are still called jupiter notebooks they still use the extension iynb and theyre compatible with notebooks cre created by the jupiter notebook in summary the jupiter notebook is a lightweight coding environment for creating and editing jupiter notebooks jupiter lab is a more fullfeatured ide for creating and editing jupiter notebooks ipython is the python kernel for jupiter notebook and jupiter lab and is also a standalone python shell ipython is the reason that magic commands and other enhancements are available within jupiter notebook and jupiter lab jupiter notebooks are computational documents that can contain code plots and text they use the extension iy andb and are compatible with both the jupiter notebook and jupiter lab environments finally here are a few related terms that i havent mentioned already jupiter lab desktop is a crossplatform desktop application that allows you to create and manage multiple jupiter lab sessions and python environments jupiter light is a jupiter lab distribution that runs entirely in the browser without you having to launch a jupiter server from a terminal google collab kaggle code and deepnote are a few of the many webbased services that provide a jupiter like interface for creating notebooks that are compatible with jupiter more specifically they can import and export files that use the iynb format if there are any other jupiter related terms that you want me to explain please let me know in the comments below otherwise ill see you in the next video,299.0
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,rOKXLCCyWn8,how to keep up with ai in 2025,"AI is moving incredibly FAST. I'll show you the 7 best sources I follow to keep up with the most important developments in AI.

This video is also available as a blog post: https://www.dataschool.io/best-ai-newsletters-in-2025/

Links from the video:
2024 AI timeline: https://huggingface.co/spaces/reach-vb/2024-ai-timeline
The Neuron: https://sparklp.co/p/8d06bb74cf (affiliate link)
The Batch: https://www.deeplearning.ai/the-batch/
Simon Willison's blog: https://simonwillison.net/
Things we learned about LLMs in 2024: https://simonwillison.net/2024/Dec/31/llms-in-2024/
One Useful Thing: https://www.oneusefulthing.org/
Ahead of AI: https://magazine.sebastianraschka.com/
Noteworthy AI Research Papers of 2024 (Part One): https://magazine.sebastianraschka.com/p/ai-research-papers-2024-part-1
Noteworthy AI Research Papers of 2024 (Part Two): https://magazine.sebastianraschka.com/p/ai-research-papers-2024-part-2
Understanding AI: https://www.understandingai.org/
LLMs explained with a minimum of math and jargon: https://www.understandingai.org/p/large-language-models-explained-with
Am I Stronger Yet?: https://amistrongeryet.substack.com/
Are We on the Brink of AGI?: https://amistrongeryet.substack.com/p/are-we-on-the-brink-of-agi",2025-01-31T15:38:51Z,,27,en,en,https://i.ytimg.com/vi/rOKXLCCyWn8/default.jpg,PT2M57S,2414,114,5,public,True,ai is moving incredibly fast these days here are just some of the models that were released in late 2024 in this video ill show you the seven best sources i follow to keep up with the most important developments in ai links are in the description below first is the neuron a daily newsletter this is my top recommendation for a general audience its fun informative and well written it links to the latest ai news and tools but the real gold mine is the article at the top of each newsletter next is the batch a weekly newsletter it includes four deep thoughtful analyses of the most important developments in ai this week plus commentary from legendary ai researcher andrew ang next is simon willsons blog which is also available as a weekly newsletter simons an independent ai researcher and cocreator of the d jango web framework hes constantly experimenting with the latest ai models and his analyses are excellent start by reading this post things we learned about llms in 2024 next is one useful thing a newsletter by ethan mik ethan is a professor at the university of pennsylvania he provides practical advice on the use of ai as well as analyses of where ai is going next is a head of ai a newsletter by sebastian rashka sebastian is an ai researcher and author of the book build a large language model from scratch his newsletters are best for those who already know a lot about llms and want to keep up with the latest research start by reading his twopart series on noteworthy ai research papers of 2024 next is understanding ai a newsletter by timothy b lee timothy is a technology reporter with a background in computer science i love his insightful writing on ai and selfdriving vehicles though some of his articles are limited to paid subscribers like myself llms explained with a minimum of math in jargon is his most wellknown article last is am i stronger yet a newsletter by steve newman steve is a software engineer and startup founder i discovered this newsletter just recently but his latest article are we on the brink of agi was fantastic if you know of other great sources i should be following please let me know in the comments below and ill see you in the next video,177.0
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,GnN3Lqh3wOU,build an ai chatbot with python,"Watch the first two lessons of my new course, Build an AI chatbot with Python ($9): https://courses.dataschool.io/build-an-ai-chatbot-with-python

In this video, you'll learn:
- What is a Large Language Model (LLM)?
- How are LangChain and LangGraph used to build AI apps?
- What are my recommendations for free and cheap LLMs?

Resources:
LangChain: https://python.langchain.com/docs/introduction/
LangGraph: https://langchain-ai.github.io/langgraph/
OpenAI API pricing: https://openai.com/api/pricing/
OpenAI tokenizer: https://platform.openai.com/tokenizer
Free LLM API resources: https://github.com/cheahjs/free-llm-api-resources",2025-01-28T19:04:03Z,,27,en,en,https://i.ytimg.com/vi/GnN3Lqh3wOU/default.jpg,PT5M40S,1820,60,9,public,True,hey this is kevin ill make this quick i just launched a brand new course called build an ai chatbot with python in this course youll create your first ai app in 60 minutes using lang chain and lang graph in this video ill tell you about lang chain and lang graph as well as how you can access llms for free via api if you like what you hear please check out the course its only 9 and the link is in the description below thanks in this course youll build a custom chat bot using an llm lang chain and lang graph let me explain each of these terms llm is short for large language model youve almost certainly used an llm like gpt 4 gemini llama or claude probably through a chatbased interface these models are known as foundation models because they are very large scale and serve as the foundation for a wide variety of downstream tasks theyre trained on vast data sets and designed to be general purpose meaning they can be used as is or adapted for specific applications lang chain is a framework for developing applications powered by llms for example if you wanted to build a custom customer service spot for your company on top of gpt 4 you could use lang chain lang graph is an extension of lang chain that allows you to build more complex workflows for your application you can build complex workflows using lang chain alone but adding on lang graph makes certain aspects of app development way easier which is why were going to use both in this course lang chain and lang graph are both free opensource python libraries their development and direction are guided by a four profit company called lang chain which also offers some paid features for debugging and deployment our use of lang chain and lang graph will be 100 free and and there are also some llms that you can use for free as i said well be building an app on top of an llm using lang chain and lang graph one of the benefits of the lang chain framework is that you can use any llm you want well be writing code to tell lang chain and lang graph what to do and it will communicate with the llm of your choice using api requests most llm options are paid but a few options are free if you have a credit card and can afford spending a few dollars i recommend using a model from open ai who are the makers of chat gpt at the moment id recommend using gpt 40 mini which is fast cheap and high quality pricing is based on the number of input and output tokens you use gpt 40 mini currently costs 15 cents per million input tokens plus 60 cents per million output tokens using open ais tokenizer we can see how tokens are used to represent words by copying and pasting this text we can see that most words and punctuation marks become their own tokens whereas some words like tokenization and open ai are split into multiple tokens for fun we can see the ids of each token anyway the point is that youll be charged based on how many tokens you send to the model and how many tokens it sends back if you dont have a credit card or you dont want to spend anything this page has free options my current recommendation from here is mistral law platform because its completely free and has very high token limits the main downside is that theyre allowed to use any data you send to them to improve their model in other words your data does not remain private to you also their free plan is a bit slower than gpt 40 mini and the results arent quite as good but that is fine while youre learning once you need your data to be private you can switch to a paid option and by then youll have a good understanding of how many tokens youre using so you can estimate the cost of switching to a paid model if you like what you hear please check out the course its only 9 and the link is in the description below thanks,340.0
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,ChGDJda7usk,guess the mystery course,"Guess the topic of my new course, and on Friday I'll randomly select TWO people who were correct to get a FREE copy of the course. Good luck! 🤞

Here are my current courses: https://courses.dataschool.io",2024-09-17T14:43:22Z,,27,en,en,https://i.ytimg.com/vi/ChGDJda7usk/default.jpg,PT26S,1092,34,67,public,True,hey this is kevin from daya school im about to release a brand new course that ive been working on for the past few months post your guess in the comment section below for what you think the course is about on friday ill randomly select two people who guessed it correctly and if thats you youll get a free copy of the course good luck,26.0
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,mN51Tp02RNk,course outline master machine learning with scikitlearn,"This is the outline of my NEW course, ""Master Machine Learning with scikit-learn."" You can enroll here: https://courses.dataschool.io/master-machine-learning-with-scikit-learn

For all paid courses, I offer location-based discounts (up to 75%) to people in 160+ countries. Check your discount here: https://courses.dataschool.io/discounts

Enroll in a FREE Data Science course here: https://courses.dataschool.io/free-courses",2024-05-29T14:54:19Z,,27,en,en,https://i.ytimg.com/vi/mN51Tp02RNk/default.jpg,PT4M48S,3862,71,13,public,True,lets talk about what were going to cover in each chapter in chapter 1 which is this chapter were getting you ready for the course in chapter 2 well walk through the basic machine learning workflow from loading a dataset to building a model to making predictions in chapter 3 well focus on one of the most important data preprocessing steps which is the encoding of categorical features in chapter 4 well see how to use columntransformer and pipeline to make our workflow more powerful and efficient in chapter 5 well review the workflow weve built so far to make sure you understand the key concepts before we start adding additional complexity in chapter 6 well learn how to create features from unstructured text data in chapter 7 well discuss missing values and explore a few different ways to handle them in chapter 8 well see what problems arise when we expand the size of our dataset and then well figure out how to handle those problems in chapter 9 well review our workflow again and discuss how its helping us to prevent data leakage in chapter 10 well take a deep dive into how to efficiently tune our pipeline for maximum performance in chapter 11 well try out a nonlinear model called random forests and figure out how to tune it without overextending our computing resources in chapter 12 well learn how to ensemble our different models two different ways and how to tune the ensemble for even better performance in chapter 13 well discuss the benefits of feature selection and then try out a handful of different automated methods for selecting features in chapter 14 well experiment with standardizing our features to see if that improves our model performance in chapter 15 well create a variety of new features within our pipeline and discuss why you might want to do all of your feature engineering using scikitlearn rather than pandas in chapter 16 well do one final review of the workflow that we created throughout the course in chapter 17 well experiment with different ways of handling categorical features with lots of unique values in chapter 18 well thoroughly explore the problem of class imbalance and the processes you can use to work around it in chapter 19 well walk through my complete workflow for handling class imbalance so that you can see a demonstration of the best practices and finally in chapter 20 well discuss how you can keep learning and improving your skills on your own i recommend watching the chapters in order because each chapter builds on the material from previous chapters also you might have noticed that most of the chapters end with a series of lessons marked qa these lessons answer common questions that may have come up in your mind while watching the rest of the lessons in that chapter thus the qa lessons should help you to understand the core material from each chapter in greater depth however you can still ask your own questions by posting a comment underneath any video and ill do my best to help finally i wanted to mention that this course wont be focusing on highlevel algorithm selection such as whether you should use a logistic regression model or a random forests model for your particular problem thats because ive found that the workflow is more important and will have a greater impact on your overall machine learning results than your ability to pick between algorithms in fact once youve mastered the workflow you can iterate through different algorithms quickly even if you dont deeply understand them and even if you did understand all of the algorithms its hard to know in advance which one will work best for a given problem which is why its so important to build a reusable workflow that enables you to switch between algorithms easily the bottom line is that understanding the algorithms is still useful but the workflow is even more important and so thats the focus of this course,288.0
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,ZYJ7OjNobmA,course overview master machine learning with scikitlearn,"This is the overview of my NEW course, ""Master Machine Learning with scikit-learn."" You can enroll here: https://courses.dataschool.io/master-machine-learning-with-scikit-learn

For all paid courses, I offer location-based discounts (up to 75%) to people in 160+ countries. Check your discount here: https://courses.dataschool.io/discounts

Enroll in a FREE Data Science course here: https://courses.dataschool.io/free-courses",2024-05-28T14:56:59Z,,27,en,en,https://i.ytimg.com/vi/ZYJ7OjNobmA/default.jpg,PT1M54S,1570,29,6,public,True,hello and welcome to master machine learning with scikitlearn in this course youre going to learn how to build an effective machine learning workflow using the latest scikitlearn techniques so that you can solve almost any supervised machine learning problem if you have just a bit of experience with scikitlearn youve probably spent most of your time building models using artificially clean training data but in this course youll learn how to build models using more complex datasets well cover how to handle common scenarios such as missing values text data categorical data and class imbalance how to build a reusable workflow that starts with a pandas dataframe and ends with a trained scikitlearn model how to integrate feature engineering selection and standardization into your workflow how to avoid data leakage so that you can correctly estimate model performance how to tune your entire workflow for maximum performance and so much more throughout the course youll learn the best practices for proper machine learning and how to apply those practices to your own machine learning problems by the end of the course youll be more confident when tackling new machine learning problems because youll understand what steps you need to take why you need to take them and how to correctly execute those steps using scikitlearn youll know what problems you might run into and youll know exactly how to solve them and because youre learning a better way to work in scikitlearn your code will be easier to write and to read and youll get better machine learning results faster than before,114.0
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,AZzk8fQVHSU,introduction to model ensembling,"Learn the how & why of ""ensembling"", the surprisingly simple way to make better Machine Learning predictions!

P.S. This is a lesson from my NEW course, ""Master Machine Learning with scikit-learn."" You can enroll here: https://courses.dataschool.io/master-machine-learning-with-scikit-learn

For all paid courses, I offer location-based discounts (up to 75%) to people in 160+ countries. Check your discount here: https://courses.dataschool.io/discounts

Enroll in a FREE Data Science course here: https://courses.dataschool.io/free-courses",2024-05-27T13:29:58Z,,27,en,en,https://i.ytimg.com/vi/AZzk8fQVHSU/default.jpg,PT1M40S,1057,22,3,public,True,so far weve been trying to choose between two different models namely logistic regression and random forests however you can actually use a process called ensembling to combine multiple models the goal of ensembling is to produce a combined model known as an ensemble that is more accurate than any of the individual models the process for ensembling is simple for a regression problem you calculate the average of the predictions made by the individual regressors and use that as your prediction for a classification problem you can either average the predicted probabilities output by the classifiers or you can let the classifiers vote on which class to predict well see examples of this below the idea behind ensembling is that if you have a collection of individually imperfect models the oneoff errors made by each model are probably not going to be made by the rest of the models thus the errors will be discarded or at least reduced when ensembling the models another way of saying this is that ensembling produces better predictions because the ensemble has a lower variance than any of the individual models in this chapter well ensemble our classification models two different ways and then well tune the ensemble to try to achieve even better performance,100.0
