channel_id,channel_title,channel_description,channel_country,channel_thumbnail,channel_subscriberCount,channel_videoCount,video_id,video_title,video_description,publishedAt,tags,categoryId,defaultLanguage,defaultAudioLanguage,thumbnail_url,duration,viewCount,likeCount,commentCount,privacyStatus
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,thK-JyLSij4,Dream unlocked: I'm publishing my first book! 🎉🎉🎉,"It's called ""Master Machine Learning with scikit-learn: A Practical Guide to Building Better Models with Python""

Download the first 3 chapters right now:
👉👉 https://dataschool.kit.com/mlbook 👈👈

This is a dream come true, so I'd love your support! 💫 Please enter your email at the link above, and share with a friend!

Thank you again 🙏",2025-09-11T18:13:50Z,,27,en,en,https://i.ytimg.com/vi/thK-JyLSij4/default.jpg,PT14S,3449,63,7,public
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,5xAgKRFvFg0,"Top AI news: ChatGPT undeletes your chats, Copilot security flaw, Veo 3 TV ad","This week in AI: Veo 3 makes a TV ad, ChatGPT saves your deleted chats, Midjourney gets sued, Google talks AGI, and Copilot patches a huge security flaw.

Sources:
Kalshi ad: https://www.youtube.com/watch?v=-QMftwmyW-A
Kalshi ad creator's post: https://x.com/PJaccetturo/status/1932893260399456513
OpenAI's response to court order: https://openai.com/index/response-to-nyt-data-demands/
Sam Altman's post: https://x.com/sama/status/1930785056194539779
Wired story on Disney lawsuit: https://www.wired.com/story/disney-universal-sue-midjourney/
Disney lawsuit PDF: https://www.documentcloud.org/documents/25971036-disney-v-midjourney/
Sundar Pichai interview: https://www.youtube.com/watch?v=9V6tWC4CdFQ
Aim's post on Copilot security: https://www.aim.security/lp/aim-labs-echoleak-blogpost

0:00 AI-generated TV ad airs during NBA finals
0:33 Court orders OpenAI to retain user chats
1:07 Disney & Universal sue Midjourney
1:38 Google CEO: AGI by 2030?
2:06 Security vulnerability in Microsoft 365 Copilot",2025-06-13T16:17:11Z,,28,en,en,https://i.ytimg.com/vi/5xAgKRFvFg0/default.jpg,PT2M39S,1964,44,8,public
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,JF8WjK70AEQ,What is Retrieval Augmented Generation (RAG)?,"This is a lesson from my new course, Build AI agents with Python: https://courses.dataschool.io/build-ai-agents-with-python
0:00 RAG definition
0:14 Problem that RAG solves
0:49 RAG part 1: Indexing
1:43 RAG part 2: Retrieval and generation
2:38 How RAG prevents hallucinations

Further reading: https://python.langchain.com/docs/tutorials/rag/

Thumbnail image credit: LangChain",2025-05-21T14:08:54Z,"langchain,langgraph",27,en,en,https://i.ytimg.com/vi/JF8WjK70AEQ/default.jpg,PT2M59S,1181,41,1,public
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,TDlGKocbHoc,Jupyter & IPython terminology explained,"Are you trying to understand the differences between Jupyter Notebook, JupyterLab, IPython, Colab, and other related terms? You're in the right place!

This video is also available as a blog post: https://www.dataschool.io/jupyter-and-ipython-terminology/

Links from the video:
IPython: https://ipython.readthedocs.io/en/stable/
Jupyter Notebook: https://jupyter-notebook.readthedocs.io/en/latest/
JupyterLab: https://jupyterlab.readthedocs.io/en/latest/
Jupyter kernels: https://github.com/jupyter/jupyter/wiki/Jupyter-kernels
JupyterLab Desktop: https://github.com/jupyterlab/jupyterlab-desktop
JupyterLite: https://github.com/jupyterlite/jupyterlite
Google Colab: https://colab.research.google.com/
Kaggle Code: https://www.kaggle.com/code
Deepnote: https://deepnote.com/",2025-02-12T18:13:18Z,,27,en,en,https://i.ytimg.com/vi/TDlGKocbHoc/default.jpg,PT4M59S,2011,104,9,public
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,rOKXLCCyWn8,How to keep up with AI in 2025,"AI is moving incredibly FAST. I'll show you the 7 best sources I follow to keep up with the most important developments in AI.

This video is also available as a blog post: https://www.dataschool.io/best-ai-newsletters-in-2025/

Links from the video:
2024 AI timeline: https://huggingface.co/spaces/reach-vb/2024-ai-timeline
The Neuron: https://sparklp.co/p/8d06bb74cf (affiliate link)
The Batch: https://www.deeplearning.ai/the-batch/
Simon Willison's blog: https://simonwillison.net/
Things we learned about LLMs in 2024: https://simonwillison.net/2024/Dec/31/llms-in-2024/
One Useful Thing: https://www.oneusefulthing.org/
Ahead of AI: https://magazine.sebastianraschka.com/
Noteworthy AI Research Papers of 2024 (Part One): https://magazine.sebastianraschka.com/p/ai-research-papers-2024-part-1
Noteworthy AI Research Papers of 2024 (Part Two): https://magazine.sebastianraschka.com/p/ai-research-papers-2024-part-2
Understanding AI: https://www.understandingai.org/
LLMs explained with a minimum of math and jargon: https://www.understandingai.org/p/large-language-models-explained-with
Am I Stronger Yet?: https://amistrongeryet.substack.com/
Are We on the Brink of AGI?: https://amistrongeryet.substack.com/p/are-we-on-the-brink-of-agi",2025-01-31T15:38:51Z,,27,en,en,https://i.ytimg.com/vi/rOKXLCCyWn8/default.jpg,PT2M57S,2414,114,5,public
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,GnN3Lqh3wOU,Build an AI chatbot with Python,"Watch the first two lessons of my new course, Build an AI chatbot with Python ($9): https://courses.dataschool.io/build-an-ai-chatbot-with-python

In this video, you'll learn:
- What is a Large Language Model (LLM)?
- How are LangChain and LangGraph used to build AI apps?
- What are my recommendations for free and cheap LLMs?

Resources:
LangChain: https://python.langchain.com/docs/introduction/
LangGraph: https://langchain-ai.github.io/langgraph/
OpenAI API pricing: https://openai.com/api/pricing/
OpenAI tokenizer: https://platform.openai.com/tokenizer
Free LLM API resources: https://github.com/cheahjs/free-llm-api-resources",2025-01-28T19:04:03Z,,27,en,en,https://i.ytimg.com/vi/GnN3Lqh3wOU/default.jpg,PT5M40S,1820,60,9,public
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,ChGDJda7usk,Guess the MYSTERY course 🎁,"Guess the topic of my new course, and on Friday I'll randomly select TWO people who were correct to get a FREE copy of the course. Good luck! 🤞

Here are my current courses: https://courses.dataschool.io",2024-09-17T14:43:22Z,,27,en,en,https://i.ytimg.com/vi/ChGDJda7usk/default.jpg,PT26S,1092,34,67,public
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,mN51Tp02RNk,"Course outline: ""Master Machine Learning with scikit-learn""","This is the outline of my NEW course, ""Master Machine Learning with scikit-learn."" You can enroll here: https://courses.dataschool.io/master-machine-learning-with-scikit-learn

For all paid courses, I offer location-based discounts (up to 75%) to people in 160+ countries. Check your discount here: https://courses.dataschool.io/discounts

Enroll in a FREE Data Science course here: https://courses.dataschool.io/free-courses",2024-05-29T14:54:19Z,,27,en,en,https://i.ytimg.com/vi/mN51Tp02RNk/default.jpg,PT4M48S,3862,71,13,public
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,ZYJ7OjNobmA,"Course overview: ""Master Machine Learning with scikit-learn""","This is the overview of my NEW course, ""Master Machine Learning with scikit-learn."" You can enroll here: https://courses.dataschool.io/master-machine-learning-with-scikit-learn

For all paid courses, I offer location-based discounts (up to 75%) to people in 160+ countries. Check your discount here: https://courses.dataschool.io/discounts

Enroll in a FREE Data Science course here: https://courses.dataschool.io/free-courses",2024-05-28T14:56:59Z,,27,en,en,https://i.ytimg.com/vi/ZYJ7OjNobmA/default.jpg,PT1M54S,1570,29,6,public
UCnVzApLJE2ljPZSeQylSEyg,Data School,"Are you trying to learn data science so that you can get your first data science job? You're probably confused about what you're ""supposed"" to learn, and then you have the hardest time actually finding lessons you can understand!

Data School focuses you on the topics you need to master first, and offers in-depth tutorials that you can understand regardless of your educational background.

My name is Kevin Markham, and I'm the founder of Data School. I've taught data science using the Python programming language to hundreds of students in the classroom, and hundreds of thousands of students (like you) online.

Finding the right teacher was so important to my data science education, and so I sincerely hope that I can be the right data science teacher for you.

Please click the SUBSCRIBE button to be notified of my new data science tutorials! I look forward to interacting with you in the comments :)",US,https://yt3.ggpht.com/9WmrmxGOsS2wm1j20w7gUyojo6DqU9JunuHOb4BfG5Vm4ICPnmdYlui9NMoL2WpqHzHmvYR6mg=s88-c-k-c0x00ffffff-no-rj,259000,155,AZzk8fQVHSU,Introduction to model ensembling,"Learn the how & why of ""ensembling"", the surprisingly simple way to make better Machine Learning predictions!

P.S. This is a lesson from my NEW course, ""Master Machine Learning with scikit-learn."" You can enroll here: https://courses.dataschool.io/master-machine-learning-with-scikit-learn

For all paid courses, I offer location-based discounts (up to 75%) to people in 160+ countries. Check your discount here: https://courses.dataschool.io/discounts

Enroll in a FREE Data Science course here: https://courses.dataschool.io/free-courses",2024-05-27T13:29:58Z,,27,en,en,https://i.ytimg.com/vi/AZzk8fQVHSU/default.jpg,PT1M40S,1057,22,3,public
